",",12
ๆ,23
ๆ,3
ก็ดี,3
ก็ดี,1
ก็ตาม,16
กรณียกิจ,1
กรรโชก,2
กระจาย,1
กระจาย,1
กระทำ,105
กระทำ,1
กระทำ,2
กระทำ,50
กระทำการ,22
กระทำความผิด,129
กระทำชำเรา,10
กลัว,1
กลางคืน,1
กว่า,20
กสิกรรม,2
กสิกรรม,1
ก่อน,4
กักขัง,43
กัน,4
กับ,24
กาย,20
การ,150
การ,50
การ,1
การ,4
การค้า,5
การงาน,1
การจับกุม,1
การแจกจ่าย,1
การทะเลาะวิวาท,1
การปฏิบัติ,1
การพา,1
การระเบิด,1
การศึกษา,2
การแสดง,3
การหลอก,1
กำไร,3
กำลัง,2
กิน,1
กีดกั้น,1
เก็บ,3
เก็บรักษา,6
เกลียดชัง,2
เก้า,2
เกิด,14
เกิด,2
เกิน,57
เกี่ยวกับ,2
เกี่ยวข้อง,1
แก่,101
แกล้ง,2
ขนถ่ายสินค้า,1
ข่มขืนกระทำชำเรา,6
ข่มขืนใจ,21
ข้อความ,5
ของ,118
ขัดขืน,18
ขา,1
ขาด,1
ขาย,4
ข่าว,2
ขึ้น,2
ขึ้น,1
ขึ้นไป,5
ขึ้นไป,1
ขู่,3
ขู่เข็ญ,38
ขู่เข็ญ,1
เขต,4
เขา,4
เข้า,5
เข้าใจ,2
เข้าใจผิด,18
เข้าแทรกแซง,1
เข้าไป,18
เข้าร่วม,5
แขน,1
ไข,2
คน,16
คนกลาง,4
คนเดียว,1
คนใด,1
ค้นพบ,1
คบค้า,1
ครอบครอง,10
ครอบงำ,9
คลอง,9
คล้าย,4
คล้ายคลึง,1
ควร,6
ความครอบครอง,7
ความใคร่,12
ความจริง,3
ความตาย,25
ความตาย,6
ความทารุณ,1
ความใน,1
ความเบาปัญญา,2
ความประสงค์,1
ความป่วย,2
ความผิด,16
ความลับ,4
ความสะดวก,5
ความสามารถ,1
ความเสียหาย,6
ความอ่อนแอ,1
ค่าเครื่องดื่ม,1
ค่าจ้าง,2
ค่าไถ่,18
ค่าไถ่,1
ค้าประเวณี,11
ค่าแรงงาน,2
ค่าอยู่,1
ค่าอาหาร,1
คุ้มครอง,1
คู่สมรส,1
เครื่องดื่ม,1
เครื่องมือ,1
เครื่องหมาย,5
เคหสถาน,5
เคารพ,1
ฆ่า,4
ฆ่า,24
ฆ่า,1
ฆ่า,1
ฆ่า,1
ฆ่า,1
ฆ่า,1
ฆาน,1
โฆษณา,4
จดหมาย,2
จน,33
จะ,58
จัด,2
จัดการ,2
จัดหา,5
จาก,28
จ่ายแจก,1
จำ,3
จำนง,1
จำนวน,1
จำนำ,1
จำยอม,2
จำหน่าย,11
จิต,4
จิตใจ,18
เจ็ด,1
เจ็บ,4
เจ้าพนักงาน,17
เจ้าพนักงาน,1
เจ้าหนี้,1
แจ้ง,2
ฉกฉวย,1
ฉ้อโกง,2
ฉ้อโกง,1
ช่วย,11
ช่วยเหลือ,4
ช่องทาง,2
ช่องปาก,4
ชักจูง,3
ชาติ,2
ชาย,10
ชำระเงิน,1
ชำระหนี้,1
ชำระหนี้,1
ชิงทรัพย์,1
ชิงทรัพย์,5
ชีวิต,3
ชีวิต,2
ชื่อเสียง,3
ชุลมุน,8
เช่น,1
เช่นเดียวกับ,3
เช่นนั้น,3
เช่นว่า,11
ใช้,40
ใช้กำลัง,39
ใช้อำนาจ,9
ใช้อุบาย,9
ซ่องโจร,2
ซ่อน,1
ซ่อนตัว,5
ซ่อนเร้น,3
ซึ่ง,101
ซึ่งหน้า,1
ซื้อ,7
ฐาน,32
ฐานะ,4
ณ,5
ด้วย,61
ด้วยกัน,15
ดังกล่าว,8
ดังกล่าว,1
ดำรงชีพ,13
ดูแล,2
ดูหมิ่น,2
เด็ก,72
เด็กชาย,6
เด็กหญิง,6
เดียวกัน,11
เดียวกัน,1
โดย,247
